CustomerID,Recency,Frequency,Monetary,R_quintile,F_quintile,M_quintile,Segment
15332,365,6,6553.74,2,4,5,沈睡 VIP
15333,207,1,1028.56,2,1,3,一般流失
15334,156,3,351.67,3,3,2,一般流失
15335,53,1,173.97,4,1,1,潛力新客
15336,401,1,240.5,2,1,1,一般流失
15337,410,1,373.02,1,1,2,一般流失
15338,676,1,283.43,1,1,1,一般流失
15339,65,7,1827.84,3,4,4,活躍 VIP
15340,561,1,105.5,1,1,1,一般流失
15341,80,2,2402.7200000000003,3,2,4,一般活躍
15342,129,1,406.09,3,1,2,一般流失
15343,86,1,364.5,3,1,2,潛力新客
15344,0,3,563.94,5,3,2,一般活躍
15345,45,1,393.54,4,1,2,潛力新客
15346,332,3,596.12,2,3,2,一般流失
15347,365,4,1363.6,2,3,4,一般流失
15348,71,1,158.04,3,1,1,潛力新客
15349,157,2,473.81,3,2,2,一般流失
15350,372,2,663.25,2,2,3,一般流失
15351,11,10,3738.29,5,5,5,活躍 VIP
15352,548,1,114.95,1,1,1,一般流失
15353,254,7,3175.95,2,4,5,沈睡 VIP
15354,602,3,284.4,1,3,1,一般流失
15355,28,2,277.05,4,2,1,潛力新客
15356,30,13,3464.95,4,5,5,活躍 VIP
15358,4,42,17050.41,5,5,5,活躍 VIP
15359,662,8,181.35,1,4,1,一般流失
15360,39,1,427.93,4,1,2,潛力新客
15361,361,4,689.07,2,3,3,一般流失
15362,448,2,613.08,1,2,2,一般流失
15363,372,2,1004.11,2,2,3,一般流失
15364,95,2,913.19,3,2,3,一般流失
15365,25,13,4557.13,4,5,5,活躍 VIP
15366,74,7,2389.08,3,4,4,活躍 VIP
15367,56,11,5081.33,4,5,5,活躍 VIP
15368,20,2,722.74,4,2,3,潛力新客
15369,491,11,6251.26,1,5,5,沈睡 VIP
15370,40,8,3739.01,4,4,5,活躍 VIP
15371,661,1,59.400000000000006,1,1,1,一般流失
15372,136,8,6017.06,3,4,5,沈睡 VIP
15373,7,17,3421.39,5,5,5,活躍 VIP
15374,128,2,307.32,3,2,2,一般流失
15375,689,1,60.959999999999994,1,1,1,一般流失
15376,39,3,1233.3600000000001,4,3,3,一般活躍
15377,382,4,1211.75,2,3,3,一般流失
15378,462,2,246.5,1,2,1,一般流失
15379,168,8,4877.84,3,4,5,沈睡 VIP
15380,8,11,3479.0600000000004,5,5,5,活躍 VIP
15381,213,5,1890.5700000000002,2,4,4,沈睡 VIP
15382,14,12,13733.550000000001,5,5,5,活躍 VIP
15384,169,4,2027.79,3,3,4,一般流失
15385,39,3,942.08,4,3,3,一般活躍
15386,185,1,394.14,3,1,2,一般流失
15387,491,1,468.65,1,1,2,一般流失
15388,269,1,140.54,2,1,1,一般流失
15389,171,5,2733.8,3,4,4,沈睡 VIP
15390,395,2,1216.66,2,2,3,一般流失
15391,583,1,289.87,1,1,1,一般流失
15392,4,7,2911.62,5,4,4,活躍 VIP
15393,15,5,891.34,5,4,3,一般活躍
15394,9,11,5286.8,5,5,5,活躍 VIP
15395,325,1,107.45,2,1,1,一般流失
15396,112,2,796.38,3,2,3,一般流失
15397,289,1,94.0,2,1,1,一般流失
15398,15,2,1345.53,5,2,4,一般活躍
15399,0,3,815.77,5,3,3,一般活躍
15400,91,8,1302.3,3,4,4,沈睡 VIP
15401,451,2,216.95000000000002,1,2,1,一般流失
15402,148,6,1830.54,3,4,4,沈睡 VIP
15403,491,2,170.88,1,2,1,一般流失
15404,375,1,257.06,2,1,1,一般流失
15405,188,2,659.84,2,2,3,一般流失
15406,30,4,975.87,4,3,3,一般活躍
15407,33,4,1056.44,4,3,3,一般活躍
15408,263,1,267.18,2,1,1,一般流失
15409,720,1,131.25,1,1,1,一般流失
15410,83,10,4685.72,3,5,5,活躍 VIP
15411,25,4,1358.88,4,3,4,一般活躍
15412,170,1,190.53,3,1,1,一般流失
15413,691,5,6798.72,1,4,5,沈睡 VIP
15414,9,3,774.9000000000001,5,3,3,一般活躍
15415,312,1,572.8100000000001,2,1,2,一般流失
15416,64,7,4572.82,3,4,5,活躍 VIP
15417,84,1,508.8,3,1,2,潛力新客
15418,424,2,452.32,1,2,2,一般流失
15419,24,1,135.86,4,1,1,潛力新客
15420,433,6,743.0,1,4,3,一般流失
15421,58,10,3805.34,4,5,5,活躍 VIP
15422,322,7,1619.97,2,4,4,沈睡 VIP
15423,37,3,266.89,4,3,1,一般活躍
15424,253,3,597.78,2,3,2,一般流失
15425,399,4,1944.57,2,3,4,一般流失
15426,18,9,2615.39,5,5,4,活躍 VIP
15427,32,3,1483.14,4,3,4,一般活躍
15428,14,4,762.75,5,3,3,一般活躍
15429,26,2,397.35,4,2,2,潛力新客
15430,467,2,954.75,1,2,3,一般流失
15431,502,1,153.24,1,1,1,一般流失
15432,22,2,320.76,4,2,2,潛力新客
15433,213,2,533.3,2,2,2,一般流失
15434,7,11,2567.06,5,5,4,活躍 VIP
15435,21,1,149.29,4,1,1,潛力新客
15436,11,3,1122.53,5,3,3,一般活躍
15437,261,2,393.45,2,2,2,一般流失
15438,130,1,156.57999999999998,3,1,1,一般流失
15439,404,4,1269.05,2,3,4,一般流失
15440,54,3,383.68,4,3,2,一般活躍
15441,395,3,1254.21,2,3,4,一般流失
15442,248,1,594.0,2,1,2,一般流失
15443,1,14,5175.93,5,5,5,活躍 VIP
15444,8,2,1418.26,5,2,4,一般活躍
15445,263,2,284.5,2,2,1,一般流失
15446,376,3,406.95,2,3,2,一般流失
15447,330,5,492.88,2,4,2,一般流失
15448,312,2,788.81,2,2,3,一般流失
15449,25,3,974.52,4,3,3,一般活躍
15450,29,1,429.84,4,1,2,潛力新客
15451,433,2,233.21,1,2,1,一般流失
15452,29,6,1799.1100000000001,4,4,4,活躍 VIP
15453,1,7,1388.37,5,4,4,活躍 VIP
15454,361,2,307.69,2,2,2,一般流失
15455,597,1,38.25,1,1,1,一般流失
15456,282,10,2119.27,2,5,4,沈睡 VIP
15457,261,1,237.07,2,1,1,一般流失
15458,24,2,370.43999999999994,4,2,2,潛力新客
15459,416,2,202.82999999999998,1,2,1,一般流失
15460,353,1,216.76,2,1,1,一般流失
15461,460,2,429.7,1,2,2,一般流失
15462,93,4,737.05,3,3,3,一般流失
15463,28,1,126.14,4,1,1,潛力新客
15464,337,1,1048.85,2,1,3,一般流失
15465,19,32,12655.65,4,5,5,活躍 VIP
15466,84,4,1571.01,3,3,4,一般活躍
15467,8,3,524.88,5,3,2,一般活躍
15468,50,3,1430.48,4,3,4,一般活躍
15469,49,3,874.25,4,3,3,一般活躍
15470,575,1,63.419999999999995,1,1,1,一般流失
15471,1,3,1316.56,5,3,4,一般活躍
15472,112,1,371.56,3,1,2,一般流失
15473,13,8,2046.0,5,4,4,活躍 VIP
15474,595,1,163.1,1,1,1,一般流失
15475,76,1,454.10999999999996,3,1,2,潛力新客
15476,379,4,2209.98,2,3,4,一般流失
15477,649,1,368.4,1,1,2,一般流失
15478,39,3,2024.98,4,3,4,一般活躍
15479,732,1,147.4,1,1,1,一般流失
15480,115,5,6279.0,3,4,5,沈睡 VIP
15481,400,1,1993.34,2,1,4,一般流失
15482,15,19,14592.56,5,5,5,活躍 VIP
15483,160,10,862.2,3,5,3,一般流失
15484,0,6,4656.0,5,4,5,活躍 VIP
15485,29,7,5771.51,4,4,5,活躍 VIP
15486,526,1,102.0,1,1,1,一般流失
15487,679,1,231.32,1,1,1,一般流失
15488,92,5,431.92,3,4,2,一般流失
15489,22,8,2419.61,4,4,4,活躍 VIP
15490,429,1,217.6,1,1,1,一般流失
15491,94,6,3100.09,3,4,5,沈睡 VIP
15492,27,2,659.4599999999999,4,2,3,潛力新客
15493,32,9,4314.9800000000005,4,5,5,活躍 VIP
15494,20,5,3780.05,4,4,5,活躍 VIP
15495,378,1,246.5,2,1,1,一般流失
15496,630,1,146.14000000000001,1,1,1,一般流失
15497,17,9,8657.39,5,5,5,活躍 VIP
15498,2,44,26039.58,5,5,5,活躍 VIP
15499,723,1,161.6,1,1,1,一般流失
15500,7,4,1131.56,5,3,3,一般活躍
15501,404,2,402.5,2,2,2,一般流失
15502,15,14,13993.47,5,5,5,活躍 VIP
15503,362,2,267.15,2,2,1,一般流失
15504,80,4,423.85,3,3,2,一般活躍
15505,52,5,3610.96,4,4,5,活躍 VIP
15506,22,6,2040.03,4,4,4,活躍 VIP
15507,171,1,492.36,3,1,2,一般流失
15508,188,6,1000.27,2,4,3,一般流失
15509,379,1,166.51,2,1,1,一般流失
15510,330,1,250.0,2,1,1,一般流失
15511,11,5,909.23,5,4,3,一般活躍
15512,155,4,331.58,3,3,2,一般流失
15513,32,35,27750.55,4,5,5,活躍 VIP
15514,11,18,6598.55,5,5,5,活躍 VIP
15515,386,1,171.81,2,1,1,一般流失
15516,44,3,62.43,4,3,1,一般活躍
15517,232,1,267.03,2,1,1,一般流失
15518,63,15,4218.94,3,5,5,活躍 VIP
15519,382,2,344.61,2,2,2,一般流失
15520,1,1,343.5,5,1,2,潛力新客
15521,39,16,7106.69,4,5,5,活躍 VIP
15522,32,2,398.84,4,2,2,潛力新客
15523,83,16,17359.99,3,5,5,活躍 VIP
15524,24,2,591.4,4,2,2,潛力新客
15525,1,4,1295.7,5,3,4,一般活躍
15526,32,2,148.44,4,2,1,潛力新客
15527,18,23,5575.64,5,5,5,活躍 VIP
15528,253,1,229.33,2,1,1,一般流失
15529,22,12,5111.95,4,5,5,活躍 VIP
15530,21,5,1813.72,4,4,4,活躍 VIP
15531,7,2,2007.44,5,2,4,一般活躍
15532,24,10,3771.9,4,5,5,活躍 VIP
15533,18,3,807.57,5,3,3,一般活躍
15534,725,1,162.25,1,1,1,一般流失
15535,172,6,1087.82,3,4,3,一般流失
15536,408,1,259.09,2,1,1,一般流失
15537,162,1,110.92,3,1,1,一般流失
15538,537,6,3358.3999999999996,1,4,5,沈睡 VIP
15539,6,1,538.46,5,1,2,潛力新客
15540,10,2,460.68,5,2,2,潛力新客
15541,113,1,85.13000000000001,3,1,1,一般流失
15542,511,3,918.45,1,3,3,一般流失
15543,287,2,242.84,2,2,1,一般流失
15544,8,20,8162.43,5,5,5,活躍 VIP
15545,53,2,428.05,4,2,2,潛力新客
15546,606,2,1079.1000000000001,1,2,3,一般流失
15547,6,26,10154.39,5,5,5,活躍 VIP
15548,595,1,158.09,1,1,1,一般流失
15549,76,8,2345.96,3,4,4,活躍 VIP
15550,3,12,2218.8,5,5,4,活躍 VIP
15551,36,7,1710.08,4,4,4,活躍 VIP
15552,216,2,252.52,2,2,1,一般流失
15553,59,1,437.23,3,1,2,潛力新客
15554,277,1,217.2,2,1,1,一般流失
15555,11,36,12112.35,5,5,5,活躍 VIP
15556,23,1,279.77,4,1,1,潛力新客
15557,28,1,473.65000000000003,4,1,2,潛力新客
15558,638,1,214.13,1,1,1,一般流失
15559,567,1,1109.4,1,1,3,一般流失
15560,397,2,153.52,2,2,1,一般流失
15561,11,8,1934.3899999999999,5,4,4,活躍 VIP
15562,351,3,673.3800000000001,2,3,3,一般流失
15563,21,7,2867.0,4,4,4,活躍 VIP
15564,462,2,70.74000000000001,1,2,1,一般流失
15565,49,2,173.16,4,2,1,潛力新客
15566,392,2,227.87,2,2,1,一般流失
15567,18,1,186.01,5,1,1,潛力新客
15568,2,3,758.29,5,3,3,一般活躍
15569,103,10,3586.35,3,5,5,沈睡 VIP
15570,6,25,9311.04,5,5,5,活躍 VIP
15571,11,14,4051.63,5,5,5,活躍 VIP
15572,4,10,4068.67,5,5,5,活躍 VIP
15573,31,5,1207.18,4,4,3,一般活躍
15574,177,6,1518.7,3,4,4,沈睡 VIP
15575,619,1,30.1,1,1,1,一般流失
15576,37,1,940.6700000000001,4,1,3,潛力新客
15577,150,5,397.98,3,4,2,一般流失
15578,161,1,127.1,3,1,1,一般流失
15579,68,5,1302.5,3,4,4,活躍 VIP
15580,376,8,1381.19,2,4,4,沈睡 VIP
15581,120,38,7794.59,3,5,5,沈睡 VIP
15582,24,3,682.9100000000001,4,3,3,一般活躍
15583,375,1,107.86,2,1,1,一般流失
15584,23,6,1277.5,4,4,4,活躍 VIP
15585,176,1,455.3,3,1,2,一般流失
15586,592,3,1139.1,1,3,3,一般流失
15587,49,7,1522.0800000000002,4,4,4,活躍 VIP
15588,677,1,579.6,1,1,2,一般流失
15589,255,3,478.53000000000003,2,3,2,一般流失
15590,381,5,1496.6,2,4,4,沈睡 VIP
15591,582,3,217.9,1,3,1,一般流失
15592,46,1,388.58,4,1,2,潛力新客
15593,70,1,199.8,3,1,1,潛力新客
15594,15,5,1771.78,5,4,4,活躍 VIP
15595,487,1,357.6,1,1,2,一般流失
15596,100,9,3130.04,3,5,5,沈睡 VIP
15597,34,2,563.37,4,2,2,潛力新客
15598,52,2,548.02,4,2,2,潛力新客
15599,26,3,1250.06,4,3,4,一般活躍
15600,427,4,1199.31,1,3,3,一般流失
15601,10,30,14960.12,5,5,5,活躍 VIP
15602,7,16,3230.51,5,5,5,活躍 VIP
15603,78,2,88.48,3,2,1,潛力新客
15604,51,1,216.39,4,1,1,潛力新客
15605,35,9,1936.8,4,5,4,活躍 VIP
15606,60,17,5230.99,3,5,5,活躍 VIP
15607,336,9,1708.97,2,5,4,沈睡 VIP
15608,27,5,1785.98,4,4,4,活躍 VIP
15609,183,1,298.48,3,1,2,一般流失
15610,51,1,112.46000000000001,4,1,1,潛力新客
15611,9,26,2997.28,5,5,5,活躍 VIP
15612,35,2,195.15,4,2,1,潛力新客
15613,609,1,433.71999999999997,1,1,2,一般流失
15614,437,4,3147.36,1,3,5,一般流失
15615,9,47,21373.97,5,5,5,活躍 VIP
15616,437,1,317.11,1,1,2,一般流失
15617,395,3,828.5500000000001,2,3,3,一般流失
15618,32,4,776.851,4,3,3,一般活躍
15619,10,1,336.40000000000003,5,1,2,潛力新客
15620,56,4,1942.36,4,3,4,一般活躍
15621,3,4,1293.03,5,3,4,一般活躍
15622,42,17,7852.61,4,5,5,活躍 VIP
15623,140,8,2437.05,3,4,4,沈睡 VIP
15624,116,4,588.13,3,3,2,一般流失
15625,103,9,3236.4,3,5,5,沈睡 VIP
15626,74,3,1067.52,3,3,3,一般活躍
15627,456,2,566.9,1,2,2,一般流失
15628,4,17,5652.26,5,5,5,活躍 VIP
15629,449,4,2240.9,1,3,4,一般流失
15630,44,3,1481.4,4,3,4,一般活躍
15631,641,1,596.67,1,1,2,一般流失
15632,15,8,3285.31,5,4,5,活躍 VIP
15633,508,13,4352.46,1,5,5,沈睡 VIP
15634,16,2,554.65,5,2,2,潛力新客
15635,395,1,100.35,2,1,1,一般流失
15636,89,4,1444.58,3,3,4,一般活躍
15637,52,5,797.59,4,4,3,一般活躍
15638,378,6,2265.2,2,4,4,沈睡 VIP
15639,133,3,1065.08,3,3,3,一般流失
15640,3,29,23957.58,5,5,5,活躍 VIP
15641,104,12,5345.55,3,5,5,沈睡 VIP
15642,729,1,105.78000000000002,1,1,1,一般流失
15643,191,3,664.0,2,3,3,一般流失
15644,165,4,813.0,3,3,3,一般流失
15645,18,3,1055.17,5,3,3,一般活躍
15646,157,5,974.61,3,4,3,一般流失
15647,414,1,169.0,1,1,1,一般流失
15648,203,2,657.35,2,2,3,一般流失
15649,335,4,2170.35,2,3,4,一般流失
15650,521,2,553.88,1,2,2,一般流失
15651,36,5,1259.06,4,4,4,活躍 VIP
15652,90,5,1420.34,3,4,4,沈睡 VIP
15653,92,2,877.4399999999999,3,2,3,一般流失
15654,8,2,922.53,5,2,3,潛力新客
15655,242,1,560.67,2,1,2,一般流失
15656,44,4,748.5,4,3,3,一般活躍
15657,22,1,30.0,4,1,1,潛力新客
15658,189,8,2423.4700000000003,2,4,4,沈睡 VIP
15659,43,3,532.49,4,3,2,一般活躍
15660,24,15,2812.99,4,5,4,活躍 VIP
15661,316,8,1215.95,2,4,3,一般流失
15662,660,2,283.73,1,2,1,一般流失
15663,105,1,138.14,3,1,1,一般流失
15664,50,4,1254.03,4,3,4,一般活躍
15665,167,5,4015.12,3,4,5,沈睡 VIP
15666,471,2,632.9399999999999,1,2,3,一般流失
15667,39,1,301.32,4,1,2,潛力新客
15668,217,1,76.32000000000001,2,1,1,一般流失
15669,39,4,684.34,4,3,3,一般活躍
15670,296,2,325.2,2,2,2,一般流失
15671,18,7,2657.13,5,4,4,活躍 VIP
15672,724,1,45.300000000000004,1,1,1,一般流失
15673,87,9,6414.79,3,5,5,活躍 VIP
15674,72,13,6948.2300000000005,3,5,5,活躍 VIP
15675,80,4,542.04,3,3,2,一般活躍
15676,18,3,3435.76,5,3,5,一般活躍
15677,48,3,1305.63,4,3,4,一般活躍
15678,52,3,1893.89,4,3,4,一般活躍
15679,23,4,781.28,4,3,3,一般活躍
15680,8,10,4507.58,5,5,5,活躍 VIP
15681,24,14,2989.7,4,5,5,活躍 VIP
15682,598,2,318.24,1,2,2,一般流失
15683,116,2,524.54,3,2,2,一般流失
15684,546,3,173.95,1,3,1,一般流失
15685,449,1,55.980000000000004,1,1,1,一般流失
15686,419,1,90.0,1,1,1,一般流失
15687,8,9,2993.1,5,5,5,活躍 VIP
15688,418,1,190.57,1,1,1,一般流失
15689,119,3,521.03,3,3,2,一般流失
15690,3,2,239.76,5,2,1,潛力新客
15691,251,4,571.3,2,3,2,一般流失
15692,27,1,191.04,4,1,1,潛力新客
15693,658,1,37.5,1,1,1,一般流失
15694,0,24,10810.81,5,5,5,活躍 VIP
15695,266,4,1131.04,2,3,3,一般流失
15696,32,13,3906.57,4,5,5,活躍 VIP
15697,689,1,246.75,1,1,1,一般流失
15698,623,1,46.2,1,1,1,一般流失
15699,17,1,309.65,5,1,2,潛力新客
15700,171,2,696.68,3,2,3,一般流失
15701,1,4,1542.14,5,3,4,一般活躍
15702,475,2,140.39000000000001,1,2,1,一般流失
15703,264,1,211.5,2,1,1,一般流失
15704,139,6,3817.96,3,4,5,沈睡 VIP
15705,200,1,143.1,2,1,1,一般流失
15706,63,4,1060.56,3,3,3,一般活躍
15707,34,4,945.58,4,3,3,一般活躍
15708,40,9,4378.72,4,5,5,活躍 VIP
15709,283,2,327.85,2,2,2,一般流失
15710,416,1,898.87,1,1,3,一般流失
15711,556,2,420.25,1,2,2,一般流失
15712,8,12,3472.4100000000003,5,5,5,活躍 VIP
15713,142,4,1010.79,3,3,3,一般流失
15714,11,5,784.8100000000001,5,4,3,一般活躍
15715,555,5,658.02,1,4,3,一般流失
15716,145,11,3056.81,3,5,5,沈睡 VIP
15717,233,5,607.0,2,4,2,一般流失
15718,539,1,293.79,1,1,2,一般流失
15719,32,31,10223.06,4,5,5,活躍 VIP
15720,23,2,741.92,4,2,3,潛力新客
15721,11,1,507.08,5,1,2,潛力新客
15722,35,11,5258.1,4,5,5,活躍 VIP
15723,364,4,947.65,2,3,3,一般流失
15724,200,3,310.85,2,3,2,一般流失
15725,14,1,415.25,5,1,2,潛力新客
15726,389,1,321.91,2,1,2,一般流失
15727,16,15,9445.51,5,5,5,活躍 VIP
15728,379,2,544.6,2,2,2,一般流失
15729,212,3,192.55,2,3,1,一般流失
15730,65,5,1726.58,3,4,4,活躍 VIP
15731,553,1,125.3,1,1,1,一般流失
15732,211,10,1682.07,2,5,4,沈睡 VIP
15733,282,1,162.3,2,1,1,一般流失
15734,114,4,2263.3,3,3,4,一般流失
15735,420,1,327.68,1,1,2,一般流失
15736,434,2,1815.72,1,2,4,一般流失
15737,14,8,1205.1200000000001,5,4,3,一般活躍
15738,18,41,13372.970000000001,5,5,5,活躍 VIP
15739,65,1,449.12,3,1,2,潛力新客
15740,48,1,154.88,4,1,1,潛力新客
15741,457,2,208.62,1,2,1,一般流失
15742,618,1,156.87,1,1,1,一般流失
15743,15,4,784.46,5,3,3,一般活躍
15744,77,1,34.8,3,1,1,潛力新客
15745,18,4,1094.59,5,3,3,一般活躍
15746,133,1,196.88,3,1,1,一般流失
15747,12,9,2562.61,5,5,4,活躍 VIP
15748,39,3,614.7600000000001,4,3,2,一般活躍
15749,234,3,44534.3,2,3,5,一般流失
15750,2,18,6797.191,5,5,5,活躍 VIP
15751,460,11,1380.44,1,5,4,沈睡 VIP
15752,39,9,4207.54,4,5,5,活躍 VIP
15753,304,1,79.2,2,1,1,一般流失
15754,50,9,3037.61,4,5,5,活躍 VIP
15755,9,17,5993.12,5,5,5,活躍 VIP
15756,60,4,532.96,3,3,2,一般活躍
15757,65,6,2940.36,3,4,4,活躍 VIP
15758,24,1,205.25,4,1,1,潛力新客
15759,217,7,830.9300000000001,2,4,3,一般流失
15760,630,2,13916.34,1,2,5,一般流失
15761,442,1,143.05,1,1,1,一般流失
15762,64,2,583.75,3,2,2,潛力新客
15763,31,2,1086.92,4,2,3,潛力新客
15764,87,8,4503.08,3,4,5,活躍 VIP
15765,666,1,370.63,1,1,2,一般流失
15766,63,3,831.06,3,3,3,一般活躍
15768,115,34,15601.09,3,5,5,沈睡 VIP
15769,6,46,88704.32,5,5,5,活躍 VIP
15770,612,1,321.45,1,1,2,一般流失
15771,603,3,1006.54,1,3,3,一般流失
15772,417,1,280.88,1,1,1,一般流失
15773,5,2,774.52,5,2,3,潛力新客
15774,68,6,1329.94,3,4,4,活躍 VIP
15775,244,2,150.5,2,2,1,一般流失
15776,132,1,241.62,3,1,1,一般流失
15777,240,7,1762.61,2,4,4,沈睡 VIP
15778,430,1,307.95,1,1,2,一般流失
15779,462,2,124.08000000000001,1,2,1,一般流失
15780,183,3,475.28000000000003,3,3,2,一般流失
15781,24,3,345.46,4,3,2,一般活躍
15782,9,4,4014.1,5,3,5,一般活躍
15783,10,1,246.3,5,1,1,潛力新客
15784,467,2,848.3299999999999,1,2,3,一般流失
15785,32,16,5969.93,4,5,5,活躍 VIP
15786,45,5,8514.82,4,4,5,活躍 VIP
15787,25,3,948.05,4,3,3,一般活躍
15788,508,1,221.82999999999998,1,1,1,一般流失
15789,357,6,1962.01,2,4,4,沈睡 VIP
15790,9,1,220.85,5,1,1,潛力新客
15791,43,5,3608.34,4,4,5,活躍 VIP
15792,399,2,933.84,2,2,3,一般流失
15793,14,8,2399.57,5,4,4,活躍 VIP
15794,735,2,777.0,1,2,3,一般流失
15795,149,8,1979.8700000000001,3,4,4,沈睡 VIP
15796,0,17,5175.83,5,5,5,活躍 VIP
15797,112,6,2821.08,3,4,4,沈睡 VIP
15798,492,3,1535.37,1,3,4,一般流失
15799,75,4,1424.29,3,3,4,一般活躍
15800,106,7,1242.58,3,4,3,一般流失
15801,45,3,1063.95,4,3,3,一般活躍
15802,142,1,451.42,3,1,2,一般流失
15803,50,4,1929.66,4,3,4,一般活躍
15804,0,13,4206.39,5,5,5,活躍 VIP
15805,22,30,10189.23,4,5,5,活躍 VIP
15806,45,3,784.58,4,3,3,一般活躍
15807,49,5,1817.52,4,4,4,活躍 VIP
15808,305,21,18409.93,2,5,5,沈睡 VIP
15809,35,7,1274.44,4,4,4,活躍 VIP
15810,78,8,2999.04,3,4,5,活躍 VIP
15811,21,7,3890.52,4,4,5,活躍 VIP
15812,106,12,5201.47,3,5,5,沈睡 VIP
15813,207,2,1303.9099999999999,2,2,4,一般流失
15814,16,6,2634.44,5,4,4,活躍 VIP
15815,63,5,2100.6,3,4,4,活躍 VIP
15816,541,2,144.14999999999998,1,2,1,一般流失
15817,420,3,2766.4,1,3,4,一般流失
15818,587,1,340.5,1,1,2,一般流失
15819,48,10,3934.79,4,5,5,活躍 VIP
15820,319,1,206.98,2,1,1,一般流失
15821,43,2,570.96,4,2,2,潛力新客
15822,2,6,1840.06,5,4,4,活躍 VIP
15823,371,3,3897.17,2,3,5,一般流失
15824,452,2,890.94,1,2,3,一般流失
15825,171,1,532.94,3,1,2,一般流失
15826,55,4,2598.28,4,3,4,一般活躍
15827,72,28,3794.07,3,5,5,活躍 VIP
15828,374,1,1108.82,2,1,3,一般流失
15829,98,2,636.14,3,2,3,一般流失
15830,37,1,576.0,4,1,2,潛力新客
15831,57,3,801.76,4,3,3,一般活躍
15832,253,1,836.79,2,1,3,一般流失
15833,737,1,80.4,1,1,1,一般流失
15834,69,7,3772.9900000000002,3,4,5,活躍 VIP
15835,43,4,954.09,4,3,3,一般活躍
15836,49,1,137.37,4,1,1,潛力新客
15837,64,2,777.01,3,2,3,潛力新客
15838,10,34,74163.0,5,5,5,活躍 VIP
15839,32,3,1048.49,4,3,3,一般活躍
15840,58,2,355.56,4,2,2,潛力新客
15841,72,9,2742.41,3,5,4,活躍 VIP
15842,392,2,548.8,2,2,2,一般流失
15843,303,1,118.95000000000002,2,1,1,一般流失
15844,45,1,130.73999999999998,4,1,1,潛力新客
15845,17,11,4426.28,5,5,5,活躍 VIP
15846,384,1,107.01,2,1,1,一般流失
15847,37,5,822.57,4,4,3,一般活躍
15848,621,1,139.94,1,1,1,一般流失
15850,18,6,1058.72,5,4,3,一般活躍
15851,526,1,109.73,1,1,1,一般流失
15852,186,3,257.26,3,3,1,一般流失
15853,51,1,110.8,4,1,1,潛力新客
15854,3,21,5583.81,5,5,5,活躍 VIP
15855,136,6,1052.72,3,4,3,一般流失
15856,3,52,34220.340000000004,5,5,5,活躍 VIP
15857,18,2,570.48,5,2,2,潛力新客
15858,15,13,3960.37,5,5,5,活躍 VIP
15859,431,1,438.46,1,1,2,一般流失
15860,40,17,2505.21,4,5,4,活躍 VIP
15861,11,12,4401.79,5,5,5,活躍 VIP
15862,7,13,2928.29,5,5,4,活躍 VIP
15863,25,5,358.7,4,4,2,一般活躍
15864,21,7,2180.76,4,4,4,活躍 VIP
15865,40,5,2248.92,4,4,4,活躍 VIP
15866,100,1,230.53,3,1,1,一般流失
15867,4,31,9063.95,5,5,5,活躍 VIP
15868,582,1,94.53,1,1,1,一般流失
15869,276,3,323.65999999999997,2,3,2,一般流失
15870,32,4,862.61,4,3,3,一般活躍
15871,436,1,33.099999999999994,1,1,1,一般流失
15872,14,4,795.68,5,3,3,一般活躍
15873,499,4,313.91999999999996,1,3,2,一般流失
15874,63,21,11284.76,3,5,5,活躍 VIP
15875,645,1,111.72,1,1,1,一般流失
15876,408,2,1449.1399999999999,2,2,4,一般流失
15877,1,2,493.28,5,2,2,潛力新客
15878,561,2,330.77,1,2,2,一般流失
15879,403,4,1157.3,2,3,3,一般流失
15880,368,1,686.5600000000001,2,1,3,一般流失
15881,311,5,501.39000000000004,2,4,2,一般流失
15882,198,8,1495.98,2,4,4,沈睡 VIP
15883,1,2,396.48,5,2,2,潛力新客
15884,431,2,249.70000000000002,1,2,1,一般流失
15885,92,15,1951.82,3,5,4,沈睡 VIP
15886,59,4,1052.8700000000001,3,3,3,一般活躍
15887,406,3,1027.15,2,3,3,一般流失
15888,80,3,429.16,3,3,2,一般活躍
15889,156,8,1806.28,3,4,4,沈睡 VIP
15890,394,5,535.65,2,4,2,一般流失
15891,226,1,524.52,2,1,2,一般流失
15892,668,1,128.2,1,1,1,一般流失
15893,481,1,305.28000000000003,1,1,2,一般流失
15894,252,2,420.29,2,2,2,一般流失
15895,149,1,179.17,3,1,1,一般流失
15897,193,2,222.05,2,2,1,一般流失
15898,0,25,5596.31,5,5,5,活躍 VIP
15899,368,1,112.5,2,1,1,一般流失
15900,23,4,900.4,4,3,3,一般活躍
15901,16,7,703.22,5,4,3,一般活躍
15902,379,1,145.01,2,1,1,一般流失
15903,9,12,8939.84,5,5,5,活躍 VIP
15904,7,1,164.68,5,1,1,潛力新客
15905,542,1,114.69,1,1,1,一般流失
15906,19,10,2555.64,4,5,4,活躍 VIP
15907,3,3,967.45,5,3,3,一般活躍
15908,490,2,764.57,1,2,3,一般流失
15909,173,1,191.94,3,1,1,一般流失
15910,0,15,2681.8,5,5,4,活躍 VIP
15911,623,8,1702.34,1,4,4,沈睡 VIP
15912,177,9,1074.7,3,5,3,一般流失
15913,533,1,6.300000000000001,1,1,1,一般流失
